Customer ID,Subscription Length (Months),Customer Satisfaction Score (1-10),Daily Watch Time (Hours),Engagement Rate (1-10),Device Used Most Often,Genre Preference,Region,Payment History (On-Time/Delayed),Subscription Plan,Churn Status (Yes/No),Support Queries Logged,Age,Monthly Income ($),Promotional Offers Used,Number of Profiles Created
278,52,8,3.64,7,Mobile,Sci-fi,North America,On-Time,Premium,No,2,50,6314,Yes,5
279,41,9,1.41,7,Tablet,Drama,Oceania,Delayed,Premium,No,5,39,2996,No,5
280,2,9,2.32,7,Smart TV,Romance,North America,Delayed,Basic,Yes,10,55,6632,Yes,1
281,60,6,5.84,2,Tablet,Drama,Asia,On-Time,Standard,No,4,68,4734,Yes,3
282,53,8,1.23,10,Smart TV,Sci-fi,South America,On-Time,Premium,No,3,62,8234,Yes,2
283,39,8,1.82,8,Smart TV,Comedy,Africa,On-Time,Basic,No,7,46,2554,No,3
284,44,6,1.8,2,Smart TV,Sci-fi,South America,Delayed,Standard,No,5,41,2131,Yes,2
285,1,6,5.46,2,Tablet,Sci-fi,Europe,On-Time,Standard,No,3,19,7854,Yes,1
286,53,7,3.75,9,Mobile,Comedy,South America,Delayed,Basic,No,4,27,8115,Yes,5
287,12,10,5.42,8,Laptop,Romance,Asia,On-Time,Basic,No,8,64,1529,No,4
288,58,8,1.69,8,Smart TV,Drama,North America,On-Time,Basic,No,5,46,3971,No,1
289,26,8,4.7,7,Mobile,Comedy,Asia,On-Time,Premium,No,1,62,2593,No,1
290,21,9,1.67,7,Tablet,Drama,North America,On-Time,Standard,No,0,66,4716,No,5
291,56,2,1.05,1,Smart TV,Drama,South America,On-Time,Standard,No,5,55,2818,Yes,5
292,38,4,1.4,5,Smart TV,Sci-fi,South America,On-Time,Standard,No,9,59,9847,Yes,5
293,2,8,4.99,8,Laptop,Sci-fi,Asia,On-Time,Standard,No,4,37,7022,Yes,1
294,56,8,3.33,7,Smart TV,Sci-fi,South America,On-Time,Premium,No,1,30,5154,Yes,5
295,33,5,4.54,1,Laptop,Comedy,North America,Delayed,Basic,No,1,41,4151,No,5
296,48,7,5.18,10,Mobile,Comedy,North America,On-Time,Basic,No,0,25,9154,Yes,5
297,7,8,1.13,7,Mobile,Drama,South America,Delayed,Standard,Yes,10,51,6568,Yes,2
298,19,10,2.84,7,Laptop,Action,Oceania,On-Time,Basic,No,6,21,4052,Yes,2
299,16,10,2.6,10,Smart TV,Romance,Europe,On-Time,Basic,No,4,35,9794,No,1
300,44,4,5.89,1,Laptop,Romance,Oceania,On-Time,Basic,No,2,70,2488,Yes,5
301,35,8,2.47,7,Tablet,Action,South America,On-Time,Basic,No,8,19,3283,No,3
302,29,7,3.55,9,Mobile,Comedy,Asia,On-Time,Standard,No,7,57,4627,Yes,4
303,32,9,5.11,10,Laptop,Drama,Africa,On-Time,Basic,No,0,69,4446,No,3
304,60,8,2.55,9,Laptop,Drama,Africa,Delayed,Standard,No,2,48,8476,Yes,3
305,10,7,1.28,7,Laptop,Drama,South America,On-Time,Basic,No,10,58,8308,No,4
306,39,2,2.48,2,Tablet,Drama,Africa,On-Time,Standard,No,5,21,1346,Yes,1
307,57,9,5.78,9,Laptop,Romance,South America,On-Time,Basic,No,2,57,9863,No,3
308,36,7,5.86,7,Mobile,Sci-fi,Africa,On-Time,Standard,No,9,30,1108,No,5
309,59,7,5.41,8,Smart TV,Sci-fi,South America,On-Time,Basic,No,4,52,2898,No,3
310,29,9,3.51,8,Tablet,Romance,North America,Delayed,Standard,No,6,66,8993,No,4
311,12,1,2.2,2,Laptop,Drama,Europe,Delayed,Basic,Yes,3,51,4190,Yes,2
312,44,8,3.95,8,Tablet,Action,Europe,Delayed,Basic,No,3,41,5855,No,3
313,44,3,2.95,6,Smart TV,Romance,Oceania,Delayed,Basic,No,0,30,2226,Yes,2
314,13,7,3.58,10,Laptop,Drama,Asia,On-Time,Basic,No,1,42,8202,No,2
315,36,1,4.78,1,Tablet,Sci-fi,Asia,Delayed,Basic,No,6,54,3737,Yes,2
316,32,8,3.15,7,Tablet,Comedy,North America,On-Time,Basic,No,10,27,3235,Yes,3
317,19,8,5.3,10,Smart TV,Comedy,Europe,On-Time,Standard,No,8,27,7907,No,5
318,45,5,2.74,5,Laptop,Action,South America,On-Time,Basic,No,2,52,9392,Yes,3
319,54,9,4.57,10,Tablet,Action,Africa,Delayed,Standard,No,10,50,9591,Yes,3
320,27,7,1.02,10,Laptop,Romance,North America,On-Time,Basic,No,7,19,1950,Yes,2
321,4,7,2.77,7,Tablet,Action,Asia,On-Time,Basic,No,4,70,7324,Yes,5
322,3,8,1.29,7,Laptop,Romance,South America,On-Time,Standard,No,0,66,6007,Yes,1
323,60,10,3.94,10,Mobile,Sci-fi,North America,On-Time,Premium,No,6,49,3687,Yes,3
324,49,2,3.04,5,Smart TV,Romance,Oceania,Delayed,Basic,No,1,67,2182,No,2
325,7,8,3.3,8,Tablet,Comedy,Europe,On-Time,Basic,No,3,36,1690,No,5
326,14,2,2.46,2,Smart TV,Sci-fi,North America,On-Time,Premium,No,7,62,3894,Yes,2
327,56,8,2.71,9,Smart TV,Drama,South America,Delayed,Basic,No,9,38,8838,No,5
328,11,7,2.43,8,Mobile,Comedy,Africa,On-Time,Basic,No,4,52,2221,No,1
329,50,9,4.45,10,Smart TV,Sci-fi,Asia,On-Time,Standard,No,3,27,7311,Yes,2
330,5,8,5.55,8,Laptop,Romance,Asia,Delayed,Basic,Yes,10,28,3768,Yes,5
331,60,7,3.32,7,Smart TV,Romance,North America,On-Time,Standard,No,0,38,3365,Yes,1
332,3,10,3.44,10,Mobile,Drama,Asia,Delayed,Basic,Yes,3,43,3767,No,1
333,14,7,5.92,9,Laptop,Drama,South America,On-Time,Standard,No,3,63,1969,Yes,3
334,13,7,2.72,10,Tablet,Romance,Africa,On-Time,Premium,No,7,63,7187,Yes,1
335,36,8,5.65,8,Smart TV,Sci-fi,Africa,On-Time,Standard,No,2,64,5160,No,3
336,31,10,4.14,10,Laptop,Drama,Oceania,On-Time,Basic,No,4,67,4395,Yes,2
337,38,9,2.6,8,Mobile,Comedy,Europe,Delayed,Basic,No,1,38,6173,Yes,4
338,8,7,5.48,10,Smart TV,Comedy,Asia,On-Time,Basic,No,1,39,7511,No,5
339,41,1,1.03,3,Tablet,Action,Oceania,On-Time,Premium,No,8,35,9266,No,1
340,10,6,2.26,4,Laptop,Action,Oceania,On-Time,Basic,No,6,59,2374,Yes,1
341,40,10,4.32,10,Smart TV,Comedy,Asia,On-Time,Basic,No,9,52,1117,No,1
342,10,8,4.93,9,Tablet,Comedy,Europe,On-Time,Basic,No,1,27,3641,Yes,3
343,8,7,1.63,7,Smart TV,Drama,Europe,Delayed,Premium,Yes,1,65,9325,Yes,5
344,31,7,1.85,7,Laptop,Sci-fi,Africa,On-Time,Standard,No,2,21,2066,Yes,4
345,24,2,2.86,3,Laptop,Romance,South America,On-Time,Premium,No,8,40,4033,Yes,4
346,27,4,5.1,3,Tablet,Action,Oceania,Delayed,Basic,No,4,49,7474,No,3
347,33,6,5.13,2,Laptop,Drama,South America,On-Time,Basic,No,10,66,2455,No,2
348,42,7,5.05,9,Laptop,Drama,North America,On-Time,Premium,No,1,58,6031,Yes,1
349,58,10,1.66,9,Tablet,Romance,Europe,Delayed,Standard,No,3,43,6103,Yes,3
350,49,9,3.13,10,Tablet,Sci-fi,Africa,On-Time,Basic,No,5,26,3628,No,3
351,16,5,3.78,2,Smart TV,Comedy,Africa,Delayed,Standard,Yes,3,67,6292,Yes,1
352,58,4,5.44,6,Smart TV,Drama,North America,On-Time,Basic,No,6,49,6510,No,3
353,54,3,2.32,2,Laptop,Romance,South America,On-Time,Standard,No,8,53,5154,Yes,4
354,16,8,1.74,10,Mobile,Comedy,Europe,Delayed,Premium,Yes,2,22,4482,Yes,5
355,7,9,4.67,7,Smart TV,Action,South America,On-Time,Basic,No,5,54,3060,Yes,4
356,27,8,1.86,10,Tablet,Comedy,South America,Delayed,Premium,No,6,58,4802,Yes,3
357,17,9,3.72,8,Tablet,Drama,North America,On-Time,Basic,No,1,26,6133,Yes,4
358,50,8,4.51,10,Mobile,Comedy,Oceania,Delayed,Premium,No,6,40,1939,Yes,5
359,28,10,4.93,9,Mobile,Drama,North America,Delayed,Standard,No,7,27,4519,Yes,3
360,35,7,3.97,7,Laptop,Comedy,Asia,On-Time,Basic,No,5,25,6847,Yes,4
361,57,6,2.66,6,Smart TV,Romance,North America,On-Time,Basic,No,3,21,6651,Yes,3
362,2,10,1.68,8,Laptop,Action,Oceania,Delayed,Basic,Yes,6,60,2551,Yes,3
363,31,6,3.65,4,Tablet,Action,South America,Delayed,Basic,No,1,61,1654,No,3
364,14,8,3.15,7,Mobile,Comedy,North America,Delayed,Standard,Yes,8,55,1334,Yes,4
365,6,8,2.84,8,Smart TV,Action,Oceania,On-Time,Standard,No,9,26,4919,Yes,2
366,10,10,5.26,9,Mobile,Action,Africa,On-Time,Basic,No,0,25,7928,Yes,2
367,52,8,1.21,9,Laptop,Sci-fi,Europe,On-Time,Basic,No,2,18,4102,Yes,3
368,15,8,3.17,7,Mobile,Action,North America,On-Time,Basic,No,10,69,7925,No,5
369,43,4,3.68,6,Smart TV,Sci-fi,Africa,Delayed,Basic,No,3,49,2771,No,2
370,2,3,5.1,3,Smart TV,Comedy,Oceania,Delayed,Basic,Yes,3,42,7644,No,5
371,30,8,1.11,7,Smart TV,Comedy,Europe,On-Time,Standard,No,8,23,7272,Yes,3
372,10,5,2.33,3,Mobile,Comedy,North America,On-Time,Basic,No,8,49,5258,Yes,1
373,13,7,3.68,9,Laptop,Drama,Asia,Delayed,Basic,Yes,10,43,4062,No,1
374,34,10,3.34,7,Laptop,Romance,Asia,On-Time,Premium,No,0,62,9800,Yes,5
375,24,8,3.36,7,Tablet,Action,Europe,On-Time,Basic,No,8,37,4862,Yes,1
376,20,7,4.47,10,Laptop,Action,Europe,On-Time,Standard,No,1,44,2625,Yes,3
377,37,5,2.39,4,Smart TV,Drama,South America,On-Time,Premium,No,1,24,6844,Yes,2
378,42,4,2.75,5,Mobile,Drama,Oceania,On-Time,Basic,No,9,55,9338,Yes,2
379,57,8,4.45,10,Smart TV,Drama,Europe,On-Time,Standard,No,0,43,9437,Yes,2
380,41,9,1.34,10,Mobile,Romance,Africa,On-Time,Premium,No,0,41,7331,Yes,2
381,51,7,1.97,8,Smart TV,Romance,Oceania,On-Time,Basic,No,0,62,8390,Yes,2
382,35,9,3.3,9,Laptop,Sci-fi,South America,On-Time,Standard,No,5,55,8699,Yes,4
383,56,8,2.06,7,Laptop,Comedy,Asia,Delayed,Basic,No,0,39,5751,Yes,5
384,38,9,3.73,7,Tablet,Comedy,Oceania,On-Time,Premium,No,8,59,6679,Yes,5
385,50,9,2.31,8,Mobile,Comedy,Africa,On-Time,Basic,No,1,56,6500,Yes,3
386,46,8,5.84,7,Tablet,Comedy,Oceania,On-Time,Basic,No,3,27,8068,Yes,5
387,58,3,3.53,4,Tablet,Drama,South America,On-Time,Basic,No,10,19,3844,Yes,1
388,46,9,1.07,9,Laptop,Action,South America,On-Time,Premium,No,5,58,2741,Yes,1
389,58,8,2.03,8,Laptop,Action,Europe,On-Time,Standard,No,6,33,5912,No,4
390,20,2,4.25,1,Tablet,Drama,North America,Delayed,Standard,Yes,6,33,5542,Yes,3
391,17,8,1.53,8,Mobile,Drama,Oceania,On-Time,Basic,No,7,38,8788,No,2
392,15,2,5.98,4,Mobile,Sci-fi,Africa,On-Time,Standard,No,5,55,5715,Yes,1
393,15,8,2.38,9,Mobile,Romance,Asia,On-Time,Basic,No,0,46,1480,No,4
394,59,5,2.61,1,Smart TV,Romance,Oceania,On-Time,Basic,No,3,57,6127,Yes,3
395,13,6,2.31,6,Mobile,Comedy,North America,On-Time,Standard,Yes,10,52,3026,No,5
396,15,10,3.48,9,Mobile,Comedy,Europe,On-Time,Standard,No,8,63,4519,Yes,5
397,7,7,2.2,10,Mobile,Action,Asia,On-Time,Basic,No,6,36,6091,No,1
398,50,7,4.12,8,Laptop,Drama,Oceania,On-Time,Basic,No,1,19,3705,Yes,3
399,54,10,3.31,9,Smart TV,Action,South America,Delayed,Basic,No,2,32,8118,Yes,2
400,31,10,4.7,10,Laptop,Comedy,Europe,On-Time,Basic,No,9,24,4500,No,2
401,54,8,1.84,8,Tablet,Comedy,Europe,On-Time,Basic,No,2,46,9666,No,3
402,35,8,2.93,8,Tablet,Comedy,Europe,Delayed,Basic,No,6,62,6243,No,2
403,54,10,3.15,8,Laptop,Action,Europe,On-Time,Standard,No,9,19,1947,Yes,1
404,34,10,3.37,8,Tablet,Sci-fi,Africa,On-Time,Basic,No,6,43,2443,Yes,5
405,51,8,5.83,7,Laptop,Sci-fi,Africa,Delayed,Basic,No,7,33,4056,Yes,3
406,32,10,5.16,9,Smart TV,Drama,Africa,On-Time,Basic,No,9,55,7099,No,3
407,4,8,5.14,9,Mobile,Romance,Europe,On-Time,Basic,No,7,45,4238,Yes,4
408,31,7,2.21,9,Smart TV,Comedy,North America,On-Time,Basic,No,3,28,7867,Yes,5
409,51,7,4.5,10,Mobile,Comedy,Africa,Delayed,Basic,No,6,27,9448,Yes,5
410,24,9,2.88,10,Tablet,Action,Oceania,Delayed,Basic,Yes,2,35,7628,Yes,2
411,5,2,4.22,1,Laptop,Comedy,Europe,Delayed,Standard,Yes,5,34,1787,No,3
412,56,9,4.45,7,Smart TV,Comedy,Africa,On-Time,Standard,No,10,35,8376,Yes,5
413,50,10,4.45,9,Mobile,Romance,South America,On-Time,Standard,No,9,70,5279,Yes,5
414,60,8,4.22,9,Smart TV,Comedy,North America,Delayed,Basic,No,3,47,8174,No,4
415,18,8,2.05,8,Tablet,Action,South America,On-Time,Standard,No,4,67,9527,No,3
416,35,8,5.42,7,Laptop,Action,Asia,On-Time,Basic,No,4,19,4855,No,5
417,48,7,4.83,8,Laptop,Sci-fi,Asia,On-Time,Standard,No,2,66,1870,Yes,4
418,19,9,2.4,8,Mobile,Sci-fi,Oceania,Delayed,Premium,Yes,5,45,3405,Yes,5
419,60,3,2.49,1,Laptop,Comedy,Asia,On-Time,Basic,No,1,59,9983,No,1
420,44,4,5.56,6,Tablet,Drama,South America,On-Time,Standard,No,2,19,5524,Yes,2
421,17,3,4.49,5,Tablet,Drama,Oceania,On-Time,Basic,No,10,44,8659,Yes,3
422,42,2,1.93,6,Laptop,Drama,Europe,On-Time,Standard,No,5,51,1149,No,2
423,36,4,1.84,5,Smart TV,Comedy,Africa,On-Time,Basic,No,2,69,4354,No,5
424,27,9,1.11,7,Laptop,Drama,South America,On-Time,Premium,No,1,40,9605,Yes,2
425,44,8,4.26,9,Laptop,Action,Oceania,Delayed,Basic,No,7,29,7913,Yes,2
426,48,2,4.66,3,Tablet,Comedy,Asia,On-Time,Standard,No,7,46,3323,Yes,2
427,6,3,4.32,2,Laptop,Action,Asia,Delayed,Basic,Yes,3,68,9740,No,1
428,28,1,1.14,6,Smart TV,Comedy,North America,On-Time,Basic,No,4,56,6536,Yes,1
429,53,1,2.16,3,Laptop,Comedy,Europe,On-Time,Basic,No,0,36,8077,No,2
430,58,9,3.05,10,Mobile,Action,South America,On-Time,Basic,No,8,50,5779,No,5
431,53,9,3.83,10,Mobile,Comedy,North America,On-Time,Basic,No,8,42,2641,Yes,2
432,5,8,3.67,7,Laptop,Drama,North America,On-Time,Premium,No,1,48,4783,No,2
433,23,1,2.05,2,Mobile,Romance,South America,On-Time,Basic,Yes,2,42,6702,No,5
434,35,9,3.82,8,Smart TV,Drama,South America,On-Time,Basic,No,8,64,2316,Yes,5
435,35,8,5.7,8,Smart TV,Comedy,Oceania,On-Time,Basic,No,5,33,6833,Yes,1
436,19,9,5.46,10,Smart TV,Action,Asia,On-Time,Standard,No,3,61,8975,No,5
437,44,7,1.45,7,Mobile,Comedy,South America,On-Time,Standard,No,4,68,8441,Yes,5
438,35,7,3.29,7,Mobile,Action,Oceania,On-Time,Basic,No,4,36,2512,No,3
439,26,8,2.28,10,Laptop,Drama,Europe,Delayed,Premium,No,1,61,8852,Yes,3
440,28,6,2.15,2,Smart TV,Comedy,South America,On-Time,Standard,No,0,44,4100,No,2
441,42,2,4.88,4,Laptop,Drama,Africa,On-Time,Premium,No,9,60,7891,No,5
442,35,1,5.29,2,Smart TV,Romance,Oceania,On-Time,Premium,No,2,38,8445,No,3
443,59,3,2.82,5,Smart TV,Comedy,Africa,On-Time,Premium,No,7,47,9884,No,1
444,44,9,5.0,9,Laptop,Sci-fi,Asia,On-Time,Basic,No,6,41,1026,Yes,2
445,30,4,2.09,6,Laptop,Action,Oceania,On-Time,Premium,No,6,57,6704,No,1
446,38,7,3.4,7,Mobile,Drama,Oceania,On-Time,Premium,No,6,22,9608,Yes,4
447,42,7,2.49,9,Mobile,Romance,Oceania,On-Time,Basic,No,10,55,6794,No,1
448,45,7,4.38,8,Tablet,Comedy,Europe,On-Time,Basic,No,5,66,3690,Yes,3
449,19,10,4.59,9,Tablet,Romance,South America,Delayed,Standard,Yes,2,70,5769,No,3
450,9,10,2.22,9,Smart TV,Comedy,Europe,On-Time,Basic,No,1,19,3552,No,5
451,31,8,4.01,10,Smart TV,Comedy,Asia,On-Time,Basic,No,0,70,1139,Yes,3
452,33,10,2.11,8,Smart TV,Sci-fi,Oceania,On-Time,Premium,No,9,57,2740,Yes,2
453,31,3,5.37,3,Laptop,Comedy,Africa,Delayed,Basic,No,0,24,8745,Yes,3
454,2,10,4.98,7,Mobile,Action,South America,Delayed,Standard,Yes,10,36,3454,Yes,2
455,31,9,2.7,10,Laptop,Sci-fi,Oceania,On-Time,Basic,No,3,25,7405,Yes,3
456,5,7,2.63,8,Smart TV,Action,South America,Delayed,Basic,Yes,0,26,1227,Yes,2
457,43,4,1.28,3,Tablet,Romance,Africa,Delayed,Standard,No,4,40,1085,Yes,5
458,23,9,2.33,10,Laptop,Romance,Africa,On-Time,Basic,No,8,28,9173,No,1
459,42,10,2.2,9,Smart TV,Comedy,Oceania,On-Time,Basic,No,9,34,6581,Yes,2
460,15,7,4.34,10,Tablet,Comedy,Asia,On-Time,Basic,No,10,20,6192,Yes,4
461,29,6,1.54,2,Tablet,Comedy,Africa,On-Time,Basic,No,3,23,8389,Yes,1
462,31,10,5.48,8,Smart TV,Romance,Europe,On-Time,Standard,No,7,62,9241,No,2
463,34,9,5.02,9,Laptop,Romance,North America,On-Time,Premium,No,8,60,4334,No,1
464,1,8,5.85,10,Tablet,Romance,Europe,On-Time,Basic,No,5,55,6343,Yes,2
465,26,10,2.86,8,Laptop,Action,Europe,On-Time,Basic,No,1,43,1838,Yes,3
466,3,9,3.85,10,Laptop,Drama,Oceania,Delayed,Premium,Yes,6,55,4142,Yes,4
467,6,10,5.82,8,Mobile,Drama,Europe,On-Time,Premium,No,1,66,4968,Yes,4
468,30,8,1.6,7,Mobile,Romance,Africa,On-Time,Premium,No,7,39,8367,Yes,4
469,27,8,4.41,10,Laptop,Drama,Asia,On-Time,Premium,No,10,42,9307,Yes,3
470,30,2,5.96,1,Tablet,Sci-fi,Oceania,Delayed,Premium,No,0,61,5794,Yes,3
471,12,10,3.87,10,Laptop,Romance,North America,On-Time,Basic,No,7,29,8521,Yes,5
472,33,10,5.16,7,Smart TV,Drama,Africa,On-Time,Standard,No,3,57,8007,No,1
473,37,7,5.56,9,Tablet,Romance,Oceania,On-Time,Standard,No,10,60,1352,No,3
474,38,2,5.18,5,Tablet,Drama,South America,On-Time,Basic,No,5,64,2034,No,5
475,22,7,3.22,10,Laptop,Comedy,North America,On-Time,Standard,No,8,66,2073,Yes,1
476,5,2,3.59,6,Laptop,Sci-fi,Africa,On-Time,Premium,No,6,39,9381,Yes,2
477,29,8,5.97,10,Mobile,Romance,South America,On-Time,Standard,No,6,35,4363,No,3
478,13,7,4.72,9,Tablet,Romance,Europe,On-Time,Basic,No,10,29,7712,No,4
479,7,2,4.64,5,Smart TV,Drama,Europe,On-Time,Standard,No,6,44,8456,Yes,4
480,11,7,1.53,10,Smart TV,Comedy,North America,On-Time,Standard,No,4,41,3874,No,2
481,57,9,4.97,10,Laptop,Sci-fi,Oceania,Delayed,Basic,No,2,63,8770,Yes,1
482,7,10,4.94,8,Mobile,Drama,Asia,On-Time,Standard,No,3,32,9762,Yes,3
483,55,3,3.47,5,Tablet,Action,North America,On-Time,Basic,No,7,70,7361,Yes,2
484,1,8,2.71,10,Laptop,Drama,Europe,Delayed,Premium,Yes,7,29,4862,Yes,1
485,33,8,4.54,7,Laptop,Romance,Africa,On-Time,Standard,No,9,39,7147,Yes,2
486,4,10,3.01,10,Tablet,Comedy,Asia,On-Time,Premium,No,1,35,5990,Yes,3
487,17,10,1.66,8,Tablet,Sci-fi,Africa,On-Time,Standard,No,7,61,9413,Yes,5
488,33,7,4.86,8,Smart TV,Sci-fi,Oceania,On-Time,Premium,No,1,55,3861,Yes,1
489,42,8,1.45,8,Mobile,Sci-fi,Oceania,On-Time,Basic,No,7,41,3714,Yes,3
490,50,6,5.56,6,Laptop,Comedy,Oceania,On-Time,Basic,No,3,59,2886,Yes,4
491,46,8,3.13,8,Mobile,Comedy,South America,On-Time,Basic,No,6,27,4004,No,5
492,25,8,5.98,8,Tablet,Drama,South America,Delayed,Standard,No,2,65,3398,Yes,4
493,48,7,1.91,10,Mobile,Action,North America,On-Time,Basic,No,2,42,1360,No,2
494,27,8,1.44,10,Laptop,Sci-fi,North America,On-Time,Standard,No,8,29,6101,Yes,1
495,49,3,3.25,1,Smart TV,Action,Africa,On-Time,Basic,No,7,64,8335,Yes,3
496,19,8,2.86,7,Smart TV,Romance,South America,On-Time,Standard,No,9,53,8350,No,3
497,18,9,4.16,7,Mobile,Romance,Asia,On-Time,Basic,No,4,37,4018,No,5
498,11,4,4.88,3,Tablet,Comedy,Africa,On-Time,Premium,No,5,23,4302,Yes,2
499,51,9,2.07,10,Laptop,Action,Oceania,On-Time,Premium,No,2,19,7477,Yes,5
500,8,6,1.33,4,Smart TV,Comedy,Asia,On-Time,Standard,No,2,29,9876,Yes,1
501,18,4,3.38,6,Smart TV,Drama,Asia,On-Time,Standard,No,5,31,5828,Yes,2
502,28,10,1.97,7,Mobile,Romance,Africa,On-Time,Basic,No,7,60,3760,No,1
503,10,7,2.31,8,Smart TV,Romance,South America,On-Time,Basic,No,0,18,7931,Yes,1
504,36,8,4.58,7,Tablet,Action,North America,On-Time,Premium,No,0,47,9472,Yes,3
505,33,10,4.23,10,Tablet,Romance,Africa,On-Time,Premium,No,4,33,3507,Yes,3
506,42,9,4.54,8,Tablet,Romance,Europe,On-Time,Standard,No,8,24,5851,Yes,5
507,5,7,3.11,9,Tablet,Drama,Africa,On-Time,Basic,No,2,66,8213,Yes,4
508,2,6,2.28,6,Mobile,Comedy,North America,On-Time,Standard,No,1,36,1800,Yes,3
509,42,5,1.95,6,Smart TV,Comedy,Europe,Delayed,Basic,No,1,35,2261,No,3
510,22,4,2.0,3,Smart TV,Action,Africa,On-Time,Standard,Yes,4,61,5327,No,1
511,50,2,5.23,2,Smart TV,Sci-fi,South America,On-Time,Standard,No,2,41,7886,Yes,3
512,6,7,3.81,8,Tablet,Comedy,Asia,Delayed,Basic,Yes,5,63,6188,No,4
513,45,7,5.49,7,Laptop,Action,Oceania,On-Time,Standard,No,6,29,7293,No,2
514,14,10,3.73,8,Mobile,Comedy,South America,On-Time,Premium,No,9,37,9496,No,3
515,10,7,1.65,10,Laptop,Action,Oceania,On-Time,Standard,No,8,70,4922,Yes,5
516,59,9,2.58,10,Tablet,Action,North America,On-Time,Basic,No,4,67,7819,No,1
517,40,10,1.11,9,Mobile,Drama,Oceania,Delayed,Premium,No,7,23,6083,Yes,2
518,13,8,1.71,7,Smart TV,Drama,Asia,On-Time,Basic,No,1,38,8818,Yes,1
519,51,5,4.18,2,Laptop,Action,Oceania,On-Time,Basic,No,10,55,1835,Yes,4
520,23,9,4.58,7,Smart TV,Romance,Asia,Delayed,Standard,Yes,4,52,8072,Yes,5
521,56,9,4.16,9,Laptop,Action,Oceania,On-Time,Premium,No,4,57,3776,Yes,3
522,2,3,5.76,5,Mobile,Sci-fi,Asia,On-Time,Premium,No,3,29,6932,Yes,1
523,9,4,5.74,3,Laptop,Drama,North America,On-Time,Standard,Yes,10,67,1355,No,1
524,28,10,2.71,10,Smart TV,Romance,South America,On-Time,Standard,No,2,45,5878,No,3
525,46,7,3.94,10,Smart TV,Comedy,Oceania,On-Time,Standard,No,5,57,3476,No,1
526,31,2,1.06,4,Smart TV,Sci-fi,Asia,On-Time,Standard,No,8,34,8546,No,5
527,39,9,2.74,8,Mobile,Comedy,South America,On-Time,Basic,No,5,57,6887,Yes,4
528,1,9,5.4,7,Smart TV,Romance,Africa,On-Time,Basic,No,8,26,8265,Yes,5
529,10,10,5.03,8,Laptop,Action,South America,On-Time,Standard,No,4,60,3867,Yes,3
530,6,10,1.98,7,Smart TV,Action,North America,On-Time,Basic,No,3,55,4306,Yes,5
531,28,8,5.35,8,Tablet,Action,Asia,On-Time,Premium,No,5,64,8308,Yes,2
532,21,6,5.02,4,Tablet,Action,Africa,Delayed,Basic,Yes,5,18,6354,Yes,2
533,47,3,3.42,2,Smart TV,Sci-fi,Oceania,On-Time,Premium,No,4,68,9989,Yes,2
534,21,9,3.45,9,Laptop,Action,South America,On-Time,Standard,No,8,33,5430,Yes,2
535,54,2,1.13,5,Laptop,Sci-fi,Oceania,Delayed,Standard,No,5,50,4556,No,3
536,26,1,3.83,3,Tablet,Action,Asia,On-Time,Standard,No,5,68,9381,Yes,5
537,53,9,2.5,7,Mobile,Sci-fi,Asia,On-Time,Standard,No,9,59,2334,Yes,2
538,19,5,5.07,6,Tablet,Action,Europe,On-Time,Standard,Yes,7,46,7726,No,1
539,18,6,5.08,2,Tablet,Comedy,South America,On-Time,Premium,No,8,38,4444,Yes,5
540,2,9,2.33,7,Mobile,Comedy,Oceania,On-Time,Basic,No,3,59,6572,Yes,2
541,7,7,5.4,8,Laptop,Sci-fi,North America,On-Time,Standard,No,1,23,1428,Yes,1
542,29,7,2.38,10,Laptop,Romance,Asia,On-Time,Standard,No,5,18,4370,Yes,1
543,57,8,4.02,8,Laptop,Drama,North America,On-Time,Premium,No,0,22,9197,Yes,5
544,58,2,5.46,1,Tablet,Drama,Africa,On-Time,Premium,No,6,54,9588,No,4
545,31,8,3.76,10,Laptop,Drama,South America,Delayed,Basic,No,4,64,8885,Yes,3
546,30,3,3.96,5,Smart TV,Comedy,Africa,On-Time,Standard,No,5,52,3162,Yes,4
547,17,7,3.5,8,Laptop,Drama,Europe,On-Time,Standard,No,9,22,9904,No,4
548,50,9,3.12,8,Laptop,Comedy,Europe,On-Time,Premium,No,10,27,3211,No,4
549,26,10,1.59,7,Tablet,Sci-fi,Oceania,On-Time,Standard,No,1,69,6999,No,4
550,52,8,2.23,8,Tablet,Comedy,North America,On-Time,Basic,No,1,24,9712,Yes,5
551,23,7,3.66,7,Mobile,Sci-fi,North America,Delayed,Premium,Yes,3,48,2589,No,1
552,50,9,1.76,7,Mobile,Drama,South America,On-Time,Basic,No,3,23,1010,Yes,5
553,55,7,3.36,7,Tablet,Sci-fi,South America,On-Time,Premium,No,7,51,5714,Yes,4
554,38,9,5.51,9,Laptop,Drama,Europe,On-Time,Premium,No,6,23,6251,Yes,1
555,12,8,3.04,7,Laptop,Drama,Asia,On-Time,Standard,No,10,35,3842,No,4
556,17,9,3.12,10,Smart TV,Romance,Africa,On-Time,Basic,No,2,21,4532,No,2
557,20,7,2.33,9,Tablet,Comedy,Europe,On-Time,Basic,No,5,34,4341,Yes,4
558,20,7,3.74,7,Smart TV,Comedy,North America,On-Time,Standard,No,1,35,6575,Yes,4
